boom_OD_mm,boom_wall_mm,strut_OD_mm,strut_wall_mm,frame_mass_kg,lg_mass_kg,total_mass_kg,frame_RF,lg_RF,min_RF,frame_VM_MPa,lg_VM_MPa,feasible
200.0,15.00,120.0,5.0,404.091,20.968,425.060,1.1718,1.1715,1.1715,298.68,429.37,0
200.0,15.00,120.0,6.0,404.091,24.943,429.035,1.1718,1.3721,1.1718,298.68,366.59,0
200.0,15.00,120.0,7.0,404.091,28.845,432.937,1.1718,1.5623,1.1718,298.68,321.95,0
200.0,15.00,120.0,8.0,404.091,32.674,436.766,1.1718,1.7425,1.1718,298.68,288.66,0
200.0,15.00,120.0,9.0,404.091,36.430,440.522,1.1718,1.9131,1.1718,298.68,262.93,0
200.0,15.00,120.0,10.0,404.091,40.113,444.205,1.1718,2.0742,1.1718,298.68,242.50,0
200.0,15.00,120.0,11.0,404.091,43.724,447.815,1.1718,2.2264,1.1718,298.68,225.92,0
200.0,15.00,120.0,12.0,404.091,47.261,451.352,1.1718,2.3699,1.1718,298.68,212.24,0
200.0,15.00,130.0,5.0,404.091,22.792,426.883,1.1718,1.3802,1.1718,298.68,364.44,0
200.0,15.00,130.0,6.0,404.091,27.131,431.223,1.1718,1.6197,1.1718,298.68,310.55,0
200.0,15.00,130.0,7.0,404.091,31.398,435.489,1.1718,1.8479,1.1718,298.68,272.19,0
200.0,15.00,130.0,8.0,404.091,35.592,439.683,1.1718,2.0652,1.1718,298.68,243.56,0
200.0,15.00,130.0,9.0,404.091,39.712,443.804,1.1718,2.2718,1.1718,298.68,221.41,0
200.0,15.00,130.0,10.0,404.091,43.760,447.852,1.1718,2.4681,1.1718,298.68,203.80,0
200.0,15.00,130.0,11.0,404.091,47.735,451.826,1.1718,2.6544,1.1718,298.68,189.50,0
200.0,15.00,130.0,12.0,404.091,51.637,455.728,1.1718,2.8311,1.1718,298.68,177.67,0
200.0,15.00,140.0,5.0,404.091,24.615,428.706,1.1718,1.6047,1.1718,298.68,313.45,0
200.0,15.00,140.0,6.0,404.091,29.319,433.411,1.1718,1.8864,1.1718,298.68,266.65,0
200.0,15.00,140.0,7.0,404.091,33.951,438.042,1.1718,2.1558,1.1718,298.68,233.32,0
200.0,15.00,140.0,8.0,404.091,38.509,442.600,1.1718,2.4133,1.1718,298.68,208.43,0
200.0,15.00,140.0,9.0,404.091,42.994,447.086,1.1718,2.6592,1.1718,298.68,189.15,0
200.0,15.00,140.0,10.0,404.091,47.407,451.498,1.1718,2.8939,1.1718,298.68,173.81,0
200.0,15.00,140.0,11.0,404.091,51.746,455.838,1.1718,3.1177,1.1718,298.68,161.34,0
200.0,15.00,140.0,12.0,404.091,56.013,460.104,1.1718,3.3310,1.1718,298.68,151.01,0
250.0,5.00,80.0,5.0,178.383,13.675,192.058,0.7214,0.5005,0.5005,485.19,1005.08,0
250.0,5.00,80.0,6.0,178.383,16.191,194.574,0.7214,0.5787,0.5787,485.19,869.22,0
250.0,5.00,80.0,7.0,178.383,18.635,197.017,0.7214,0.6505,0.6505,485.19,773.28,0
250.0,5.00,80.0,8.0,178.383,21.005,199.388,0.7214,0.7162,0.7162,485.19,702.32,0
250.0,5.00,80.0,9.0,178.383,23.302,201.685,0.7214,0.7762,0.7214,485.19,648.02,0
250.0,5.00,80.0,10.0,178.383,25.527,203.909,0.7214,0.8308,0.7214,485.19,605.42,0
250.0,5.00,80.0,11.0,178.383,27.678,206.061,0.7214,0.8804,0.7214,485.19,571.34,0
250.0,5.00,80.0,12.0,178.383,29.757,208.140,0.7214,0.9252,0.7214,485.19,543.66,0
250.0,5.00,90.0,5.0,178.383,15.498,193.881,0.7214,0.6431,0.6431,485.19,782.19,0
250.0,5.00,90.0,6.0,178.383,18.379,196.762,0.7214,0.7468,0.7214,485.19,673.57,0
250.0,5.00,90.0,7.0,178.383,21.187,199.570,0.7214,0.8430,0.7214,485.19,596.65,0
250.0,5.00,90.0,8.0,178.383,23.922,202.305,0.7214,0.9322,0.7214,485.19,539.57,0
250.0,5.00,90.0,9.0,178.383,26.584,204.967,0.7214,1.0147,0.7214,485.19,495.72,0
250.0,5.00,90.0,10.0,178.383,29.173,207.556,0.7214,1.0907,0.7214,485.19,461.15,0
250.0,5.00,90.0,11.0,178.383,31.690,210.072,0.7214,1.1607,0.7214,485.19,433.34,0
250.0,5.00,90.0,12.0,178.383,34.133,212.516,0.7214,1.2250,0.7214,485.19,410.61,0
250.0,5.00,100.0,5.0,178.383,17.322,195.704,0.7214,0.8026,0.7214,485.19,626.69,0
250.0,5.00,100.0,6.0,178.383,20.567,198.950,0.7214,0.9353,0.7214,485.19,537.81,0
250.0,5.00,100.0,7.0,178.383,23.740,202.123,0.7214,1.0595,0.7214,485.19,474.76,0
250.0,5.00,100.0,8.0,178.383,26.840,205.222,0.7214,1.1756,0.7214,485.19,427.87,0
250.0,5.00,100.0,9.0,178.383,29.866,208.249,0.7214,1.2840,0.7214,485.19,391.75,0
250.0,5.00,100.0,10.0,178.383,32.820,211.203,0.7214,1.3850,0.7214,485.19,363.18,0
250.0,5.00,100.0,11.0,178.383,35.701,214.084,0.7214,1.4790,0.7214,485.19,340.10,0
250.0,5.00,100.0,12.0,178.383,38.509,216.892,0.7214,1.5662,0.7214,485.19,321.16,0
250.0,5.00,110.0,5.0,178.383,19.145,197.528,0.7214,0.9789,0.7214,485.19,513.86,0
250.0,5.00,110.0,6.0,178.383,22.755,201.138,0.7214,1.1438,0.7214,485.19,439.75,0
250.0,5.00,110.0,7.0,178.383,26.293,204.675,0.7214,1.2994,0.7214,485.19,387.11,0
250.0,5.00,110.0,8.0,178.383,29.757,208.140,0.7214,1.4459,0.7214,485.19,347.89,0
250.0,5.00,110.0,9.0,178.383,33.148,211.531,0.7214,1.5836,0.7214,485.19,317.62,0
250.0,5.00,110.0,10.0,178.383,36.467,214.849,0.7214,1.7130,0.7214,485.19,293.63,0
250.0,5.00,110.0,11.0,178.383,39.712,218.095,0.7214,1.8344,0.7214,485.19,274.21,0
250.0,5.00,110.0,12.0,178.383,42.885,221.268,0.7214,1.9480,0.7214,485.19,258.21,0
250.0,5.00,120.0,5.0,178.383,20.968,199.351,0.7214,1.1715,0.7214,485.19,429.37,0
250.0,5.00,120.0,6.0,178.383,24.943,203.326,0.7214,1.3721,0.7214,485.19,366.59,0
250.0,5.00,120.0,7.0,178.383,28.845,207.228,0.7214,1.5623,0.7214,485.19,321.95,0
250.0,5.00,120.0,8.0,178.383,32.674,211.057,0.7214,1.7425,0.7214,485.19,288.66,0
250.0,5.00,120.0,9.0,178.383,36.430,214.813,0.7214,1.9131,0.7214,485.19,262.93,0
250.0,5.00,120.0,10.0,178.383,40.113,218.496,0.7214,2.0742,0.7214,485.19,242.50,0
250.0,5.00,120.0,11.0,178.383,43.724,222.106,0.7214,2.2264,0.7214,485.19,225.92,0
250.0,5.00,120.0,12.0,178.383,47.261,225.644,0.7214,2.3699,0.7214,485.19,212.24,0
250.0,5.00,130.0,5.0,178.383,22.792,201.174,0.7214,1.3802,0.7214,485.19,364.44,0
250.0,5.00,130.0,6.0,178.383,27.131,205.514,0.7214,1.6197,0.7214,485.19,310.55,0
250.0,5.00,130.0,7.0,178.383,31.398,209.781,0.7214,1.8479,0.7214,485.19,272.19,0
250.0,5.00,130.0,8.0,178.383,35.592,213.974,0.7214,2.0652,0.7214,485.19,243.56,0
250.0,5.00,130.0,9.0,178.383,39.712,218.095,0.7214,2.2718,0.7214,485.19,221.41,0
250.0,5.00,130.0,10.0,178.383,43.760,222.143,0.7214,2.4681,0.7214,485.19,203.80,0
250.0,5.00,130.0,11.0,178.383,47.735,226.118,0.7214,2.6544,0.7214,485.19,189.50,0
250.0,5.00,130.0,12.0,178.383,51.637,230.020,0.7214,2.8311,0.7214,485.19,177.67,0
250.0,5.00,140.0,5.0,178.383,24.615,202.998,0.7214,1.6047,0.7214,485.19,313.45,0
250.0,5.00,140.0,6.0,178.383,29.319,207.702,0.7214,1.8864,0.7214,485.19,266.65,0
250.0,5.00,140.0,7.0,178.383,33.951,212.333,0.7214,2.1558,0.7214,485.19,233.32,0
250.0,5.00,140.0,8.0,178.383,38.509,216.892,0.7214,2.4133,0.7214,485.19,208.43,0
250.0,5.00,140.0,9.0,178.383,42.994,221.377,0.7214,2.6592,0.7214,485.19,189.15,0
250.0,5.00,140.0,10.0,178.383,47.407,225.789,0.7214,2.8939,0.7214,485.19,173.81,0
250.0,5.00,140.0,11.0,178.383,51.746,230.129,0.7214,3.1177,0.7214,485.19,161.34,0
250.0,5.00,140.0,12.0,178.383,56.013,234.396,0.7214,3.3310,0.7214,485.19,151.01,0
250.0,7.50,80.0,5.0,264.844,13.675,278.519,1.0498,0.5005,0.5005,333.39,1005.08,0
250.0,7.50,80.0,6.0,264.844,16.191,281.035,1.0498,0.5787,0.5787,333.39,869.22,0
250.0,7.50,80.0,7.0,264.844,18.635,283.478,1.0498,0.6505,0.6505,333.39,773.28,0
250.0,7.50,80.0,8.0,264.844,21.005,285.849,1.0498,0.7162,0.7162,333.39,702.32,0
250.0,7.50,80.0,9.0,264.844,23.302,288.146,1.0498,0.7762,0.7762,333.39,648.02,0
250.0,7.50,80.0,10.0,264.844,25.527,290.370,1.0498,0.8308,0.8308,333.39,605.42,0
250.0,7.50,80.0,11.0,264.844,27.678,292.522,1.0498,0.8804,0.8804,333.39,571.34,0
250.0,7.50,80.0,12.0,264.844,29.757,294.601,1.0498,0.9252,0.9252,333.39,543.66,0
250.0,7.50,90.0,5.0,264.844,15.498,280.342,1.0498,0.6431,0.6431,333.39,782.19,0
250.0,7.50,90.0,6.0,264.844,18.379,283.223,1.0498,0.7468,0.7468,333.39,673.57,0
250.0,7.50,90.0,7.0,264.844,21.187,286.031,1.0498,0.8430,0.8430,333.39,596.65,0
250.0,7.50,90.0,8.0,264.844,23.922,288.766,1.0498,0.9322,0.9322,333.39,539.57,0
250.0,7.50,90.0,9.0,264.844,26.584,291.428,1.0498,1.0147,1.0147,333.39,495.72,0
250.0,7.50,90.0,10.0,264.844,29.173,294.017,1.0498,1.0907,1.0498,333.39,461.15,0
250.0,7.50,90.0,11.0,264.844,31.690,296.533,1.0498,1.1607,1.0498,333.39,433.34,0
250.0,7.50,90.0,12.0,264.844,34.133,298.977,1.0498,1.2250,1.0498,333.39,410.61,0
250.0,7.50,100.0,5.0,264.844,17.322,282.165,1.0498,0.8026,0.8026,333.39,626.69,0
250.0,7.50,100.0,6.0,264.844,20.567,285.411,1.0498,0.9353,0.9353,333.39,537.81,0
250.0,7.50,100.0,7.0,264.844,23.740,288.584,1.0498,1.0595,1.0498,333.39,474.76,0
250.0,7.50,100.0,8.0,264.844,26.840,291.683,1.0498,1.1756,1.0498,333.39,427.87,0
250.0,7.50,100.0,9.0,264.844,29.866,294.710,1.0498,1.2840,1.0498,333.39,391.75,0
250.0,7.50,100.0,10.0,264.844,32.820,297.664,1.0498,1.3850,1.0498,333.39,363.18,0
250.0,7.50,100.0,11.0,264.844,35.701,300.545,1.0498,1.4790,1.0498,333.39,340.10,0
250.0,7.50,100.0,12.0,264.844,38.509,303.353,1.0498,1.5662,1.0498,333.39,321.16,0
250.0,7.50,110.0,5.0,264.844,19.145,283.989,1.0498,0.9789,0.9789,333.39,513.86,0
250.0,7.50,110.0,6.0,264.844,22.755,287.599,1.0498,1.1438,1.0498,333.39,439.75,0
250.0,7.50,110.0,7.0,264.844,26.293,291.136,1.0498,1.2994,1.0498,333.39,387.11,0
250.0,7.50,110.0,8.0,264.844,29.757,294.601,1.0498,1.4459,1.0498,333.39,347.89,0
250.0,7.50,110.0,9.0,264.844,33.148,297.992,1.0498,1.5836,1.0498,333.39,317.62,0
250.0,7.50,110.0,10.0,264.844,36.467,301.310,1.0498,1.7130,1.0498,333.39,293.63,0
250.0,7.50,110.0,11.0,264.844,39.712,304.556,1.0498,1.8344,1.0498,333.39,274.21,0
250.0,7.50,110.0,12.0,264.844,42.885,307.729,1.0498,1.9480,1.0498,333.39,258.21,0
250.0,7.50,120.0,5.0,264.844,20.968,285.812,1.0498,1.1715,1.0498,333.39,429.37,0
250.0,7.50,120.0,6.0,264.844,24.943,289.787,1.0498,1.3721,1.0498,333.39,366.59,0
250.0,7.50,120.0,7.0,264.844,28.845,293.689,1.0498,1.5623,1.0498,333.39,321.95,0
250.0,7.50,120.0,8.0,264.844,32.674,297.518,1.0498,1.7425,1.0498,333.39,288.66,0
250.0,7.50,120.0,9.0,264.844,36.430,301.274,1.0498,1.9131,1.0498,333.39,262.93,0
250.0,7.50,120.0,10.0,264.844,40.113,304.957,1.0498,2.0742,1.0498,333.39,242.50,0
250.0,7.50,120.0,11.0,264.844,43.724,308.567,1.0498,2.2264,1.0498,333.39,225.92,0
250.0,7.50,120.0,12.0,264.844,47.261,312.105,1.0498,2.3699,1.0498,333.39,212.24,0
250.0,7.50,130.0,5.0,264.844,22.792,287.635,1.0498,1.3802,1.0498,333.39,364.44,0
250.0,7.50,130.0,6.0,264.844,27.131,291.975,1.0498,1.6197,1.0498,333.39,310.55,0
250.0,7.50,130.0,7.0,264.844,31.398,296.242,1.0498,1.8479,1.0498,333.39,272.19,0
250.0,7.50,130.0,8.0,264.844,35.592,300.435,1.0498,2.0652,1.0498,333.39,243.56,0
250.0,7.50,130.0,9.0,264.844,39.712,304.556,1.0498,2.2718,1.0498,333.39,221.41,0
250.0,7.50,130.0,10.0,264.844,43.760,308.604,1.0498,2.4681,1.0498,333.39,203.80,0
250.0,7.50,130.0,11.0,264.844,47.735,312.579,1.0498,2.6544,1.0498,333.39,189.50,0
250.0,7.50,130.0,12.0,264.844,51.637,316.481,1.0498,2.8311,1.0498,333.39,177.67,0
250.0,7.50,140.0,5.0,264.844,24.615,289.459,1.0498,1.6047,1.0498,333.39,313.45,0
250.0,7.50,140.0,6.0,264.844,29.319,294.163,1.0498,1.8864,1.0498,333.39,266.65,0
250.0,7.50,140.0,7.0,264.844,33.951,298.794,1.0498,2.1558,1.0498,333.39,233.32,0
250.0,7.50,140.0,8.0,264.844,38.509,303.353,1.0498,2.4133,1.0498,333.39,208.43,0
250.0,7.50,140.0,9.0,264.844,42.994,307.838,1.0498,2.6592,1.0498,333.39,189.15,0
250.0,7.50,140.0,10.0,264.844,47.407,312.250,1.0498,2.8939,1.0498,333.39,173.81,0
250.0,7.50,140.0,11.0,264.844,51.746,316.590,1.0498,3.1177,1.0498,333.39,161.34,0
250.0,7.50,140.0,12.0,264.844,56.013,320.857,1.0498,3.3310,1.0498,333.39,151.01,0
250.0,10.00,80.0,5.0,349.484,13.675,363.160,1.3580,0.5005,0.5005,257.74,1005.08,0
250.0,10.00,80.0,6.0,349.484,16.191,365.676,1.3580,0.5787,0.5787,257.74,869.22,0
250.0,10.00,80.0,7.0,349.484,18.635,368.119,1.3580,0.6505,0.6505,257.74,773.28,0
250.0,10.00,80.0,8.0,349.484,21.005,370.489,1.3580,0.7162,0.7162,257.74,702.32,0
250.0,10.00,80.0,9.0,349.484,23.302,372.787,1.3580,0.7762,0.7762,257.74,648.02,0
250.0,10.00,80.0,10.0,349.484,25.527,375.011,1.3580,0.8308,0.8308,257.74,605.42,0
250.0,10.00,80.0,11.0,349.484,27.678,377.163,1.3580,0.8804,0.8804,257.74,571.34,0
250.0,10.00,80.0,12.0,349.484,29.757,379.241,1.3580,0.9252,0.9252,257.74,543.66,0
250.0,10.00,90.0,5.0,349.484,15.498,364.983,1.3580,0.6431,0.6431,257.74,782.19,0
250.0,10.00,90.0,6.0,349.484,18.379,367.864,1.3580,0.7468,0.7468,257.74,673.57,0
250.0,10.00,90.0,7.0,349.484,21.187,370.672,1.3580,0.8430,0.8430,257.74,596.65,0
250.0,10.00,90.0,8.0,349.484,23.922,373.407,1.3580,0.9322,0.9322,257.74,539.57,0
250.0,10.00,90.0,9.0,349.484,26.584,376.069,1.3580,1.0147,1.0147,257.74,495.72,0
250.0,10.00,90.0,10.0,349.484,29.173,378.658,1.3580,1.0907,1.0907,257.74,461.15,0
250.0,10.00,90.0,11.0,349.484,31.690,381.174,1.3580,1.1607,1.1607,257.74,433.34,0
250.0,10.00,90.0,12.0,349.484,34.133,383.617,1.3580,1.2250,1.2250,257.74,410.61,0
250.0,10.00,100.0,5.0,349.484,17.322,366.806,1.3580,0.8026,0.8026,257.74,626.69,0
250.0,10.00,100.0,6.0,349.484,20.567,370.052,1.3580,0.9353,0.9353,257.74,537.81,0
250.0,10.00,100.0,7.0,349.484,23.740,373.224,1.3580,1.0595,1.0595,257.74,474.76,0
250.0,10.00,100.0,8.0,349.484,26.840,376.324,1.3580,1.1756,1.1756,257.74,427.87,0
250.0,10.00,100.0,9.0,349.484,29.866,379.351,1.3580,1.2840,1.2840,257.74,391.75,0
250.0,10.00,100.0,10.0,349.484,32.820,382.305,1.3580,1.3850,1.3580,257.74,363.18,0
250.0,10.00,100.0,11.0,349.484,35.701,385.185,1.3580,1.4790,1.3580,257.74,340.10,0
250.0,10.00,100.0,12.0,349.484,38.509,387.993,1.3580,1.5662,1.3580,257.74,321.16,0
250.0,10.00,110.0,5.0,349.484,19.145,368.630,1.3580,0.9789,0.9789,257.74,513.86,0
250.0,10.00,110.0,6.0,349.484,22.755,372.240,1.3580,1.1438,1.1438,257.74,439.75,0
250.0,10.00,110.0,7.0,349.484,26.293,375.777,1.3580,1.2994,1.2994,257.74,387.11,0
250.0,10.00,110.0,8.0,349.484,29.757,379.241,1.3580,1.4459,1.3580,257.74,347.89,0
250.0,10.00,110.0,9.0,349.484,33.148,382.633,1.3580,1.5836,1.3580,257.74,317.62,0
250.0,10.00,110.0,10.0,349.484,36.467,385.951,1.3580,1.7130,1.3580,257.74,293.63,0
250.0,10.00,110.0,11.0,349.484,39.712,389.197,1.3580,1.8344,1.3580,257.74,274.21,0
250.0,10.00,110.0,12.0,349.484,42.885,392.369,1.3580,1.9480,1.3580,257.74,258.21,0
250.0,10.00,120.0,5.0,349.484,20.968,370.453,1.3580,1.1715,1.1715,257.74,429.37,0
250.0,10.00,120.0,6.0,349.484,24.943,374.428,1.3580,1.3721,1.3580,257.74,366.59,0
250.0,10.00,120.0,7.0,349.484,28.845,378.330,1.3580,1.5623,1.3580,257.74,321.95,0
250.0,10.00,120.0,8.0,349.484,32.674,382.159,1.3580,1.7425,1.3580,257.74,288.66,0
250.0,10.00,120.0,9.0,349.484,36.430,385.915,1.3580,1.9131,1.3580,257.74,262.93,0
250.0,10.00,120.0,10.0,349.484,40.113,389.598,1.3580,2.0742,1.3580,257.74,242.50,0
250.0,10.00,120.0,11.0,349.484,43.724,393.208,1.3580,2.2264,1.3580,257.74,225.92,0
250.0,10.00,120.0,12.0,349.484,47.261,396.745,1.3580,2.3699,1.3580,257.74,212.24,0
250.0,10.00,130.0,5.0,349.484,22.792,372.276,1.3580,1.3802,1.3580,257.74,364.44,0
250.0,10.00,130.0,6.0,349.484,27.131,376.616,1.3580,1.6197,1.3580,257.74,310.55,0
250.0,10.00,130.0,7.0,349.484,31.398,380.882,1.3580,1.8479,1.3580,257.74,272.19,0
250.0,10.00,130.0,8.0,349.484,35.592,385.076,1.3580,2.0652,1.3580,257.74,243.56,0
250.0,10.00,130.0,9.0,349.484,39.712,389.197,1.3580,2.2718,1.3580,257.74,221.41,0
250.0,10.00,130.0,10.0,349.484,43.760,393.245,1.3580,2.4681,1.3580,257.74,203.80,0
250.0,10.00,130.0,11.0,349.484,47.735,397.219,1.3580,2.6544,1.3580,257.74,189.50,0
250.0,10.00,130.0,12.0,349.484,51.637,401.121,1.3580,2.8311,1.3580,257.74,177.67,0
250.0,10.00,140.0,5.0,349.484,24.615,374.100,1.3580,1.6047,1.3580,257.74,313.45,0
250.0,10.00,140.0,6.0,349.484,29.319,378.804,1.3580,1.8864,1.3580,257.74,266.65,0
250.0,10.00,140.0,7.0,349.484,33.951,383.435,1.3580,2.1558,1.3580,257.74,233.32,0
250.0,10.00,140.0,8.0,349.484,38.509,387.993,1.3580,2.4133,1.3580,257.74,208.43,0
250.0,10.00,140.0,9.0,349.484,42.994,392.479,1.3580,2.6592,1.3580,257.74,189.15,0
250.0,10.00,140.0,10.0,349.484,47.407,396.891,1.3580,2.8939,1.3580,257.74,173.81,0
250.0,10.00,140.0,11.0,349.484,51.746,401.231,1.3580,3.1177,1.3580,257.74,161.34,0
250.0,10.00,140.0,12.0,349.484,56.013,405.497,1.3580,3.3310,1.3580,257.74,151.01,0
250.0,12.50,80.0,5.0,432.305,13.675,445.980,1.6467,0.5005,0.5005,212.55,1005.08,0
250.0,12.50,80.0,6.0,432.305,16.191,448.496,1.6467,0.5787,0.5787,212.55,869.22,0
250.0,12.50,80.0,7.0,432.305,18.635,450.940,1.6467,0.6505,0.6505,212.55,773.28,0
250.0,12.50,80.0,8.0,432.305,21.005,453.310,1.6467,0.7162,0.7162,212.55,702.32,0
250.0,12.50,80.0,9.0,432.305,23.302,455.607,1.6467,0.7762,0.7762,212.55,648.02,0
250.0,12.50,80.0,10.0,432.305,25.527,457.832,1.6467,0.8308,0.8308,212.55,605.42,0
250.0,12.50,80.0,11.0,432.305,27.678,459.983,1.6467,0.8804,0.8804,212.55,571.34,0
250.0,12.50,80.0,12.0,432.305,29.757,462.062,1.6467,0.9252,0.9252,212.55,543.66,0
250.0,12.50,90.0,5.0,432.305,15.498,447.803,1.6467,0.6431,0.6431,212.55,782.19,0
250.0,12.50,90.0,6.0,432.305,18.379,450.684,1.6467,0.7468,0.7468,212.55,673.57,0
250.0,12.50,90.0,7.0,432.305,21.187,453.492,1.6467,0.8430,0.8430,212.55,596.65,0
250.0,12.50,90.0,8.0,432.305,23.922,456.227,1.6467,0.9322,0.9322,212.55,539.57,0
250.0,12.50,90.0,9.0,432.305,26.584,458.889,1.6467,1.0147,1.0147,212.55,495.72,0
250.0,12.50,90.0,10.0,432.305,29.173,461.478,1.6467,1.0907,1.0907,212.55,461.15,0
250.0,12.50,90.0,11.0,432.305,31.690,463.995,1.6467,1.1607,1.1607,212.55,433.34,0
250.0,12.50,90.0,12.0,432.305,34.133,466.438,1.6467,1.2250,1.2250,212.55,410.61,0
250.0,12.50,100.0,5.0,432.305,17.322,449.627,1.6467,0.8026,0.8026,212.55,626.69,0
250.0,12.50,100.0,6.0,432.305,20.567,452.872,1.6467,0.9353,0.9353,212.55,537.81,0
250.0,12.50,100.0,7.0,432.305,23.740,456.045,1.6467,1.0595,1.0595,212.55,474.76,0
250.0,12.50,100.0,8.0,432.305,26.840,459.145,1.6467,1.1756,1.1756,212.55,427.87,0
250.0,12.50,100.0,9.0,432.305,29.866,462.171,1.6467,1.2840,1.2840,212.55,391.75,0
250.0,12.50,100.0,10.0,432.305,32.820,465.125,1.6467,1.3850,1.3850,212.55,363.18,0
250.0,12.50,100.0,11.0,432.305,35.701,468.006,1.6467,1.4790,1.4790,212.55,340.10,0
250.0,12.50,100.0,12.0,432.305,38.509,470.814,1.6467,1.5662,1.5662,212.55,321.16,1
250.0,12.50,110.0,5.0,432.305,19.145,451.450,1.6467,0.9789,0.9789,212.55,513.86,0
250.0,12.50,110.0,6.0,432.305,22.755,455.060,1.6467,1.1438,1.1438,212.55,439.75,0
250.0,12.50,110.0,7.0,432.305,26.293,458.598,1.6467,1.2994,1.2994,212.55,387.11,0
250.0,12.50,110.0,8.0,432.305,29.757,462.062,1.6467,1.4459,1.4459,212.55,347.89,0
250.0,12.50,110.0,9.0,432.305,33.148,465.453,1.6467,1.5836,1.5836,212.55,317.62,1
250.0,12.50,110.0,10.0,432.305,36.467,468.772,1.6467,1.7130,1.6467,212.55,293.63,1
250.0,12.50,110.0,11.0,432.305,39.712,472.017,1.6467,1.8344,1.6467,212.55,274.21,1
250.0,12.50,110.0,12.0,432.305,42.885,475.190,1.6467,1.9480,1.6467,212.55,258.21,1
250.0,12.50,120.0,5.0,432.305,20.968,453.273,1.6467,1.1715,1.1715,212.55,429.37,0
250.0,12.50,120.0,6.0,432.305,24.943,457.248,1.6467,1.3721,1.3721,212.55,366.59,0
250.0,12.50,120.0,7.0,432.305,28.845,461.150,1.6467,1.5623,1.5623,212.55,321.95,1
250.0,12.50,120.0,8.0,432.305,32.674,464.979,1.6467,1.7425,1.6467,212.55,288.66,1
250.0,12.50,120.0,9.0,432.305,36.430,468.735,1.6467,1.9131,1.6467,212.55,262.93,1
250.0,12.50,120.0,10.0,432.305,40.113,472.418,1.6467,2.0742,1.6467,212.55,242.50,1
250.0,12.50,120.0,11.0,432.305,43.724,476.029,1.6467,2.2264,1.6467,212.55,225.92,1
250.0,12.50,120.0,12.0,432.305,47.261,479.566,1.6467,2.3699,1.6467,212.55,212.24,1
250.0,12.50,130.0,5.0,432.305,22.792,455.097,1.6467,1.3802,1.3802,212.55,364.44,0
250.0,12.50,130.0,6.0,432.305,27.131,459.436,1.6467,1.6197,1.6197,212.55,310.55,1
250.0,12.50,130.0,7.0,432.305,31.398,463.703,1.6467,1.8479,1.6467,212.55,272.19,1
250.0,12.50,130.0,8.0,432.305,35.592,467.897,1.6467,2.0652,1.6467,212.55,243.56,1
250.0,12.50,130.0,9.0,432.305,39.712,472.017,1.6467,2.2718,1.6467,212.55,221.41,1
250.0,12.50,130.0,10.0,432.305,43.760,476.065,1.6467,2.4681,1.6467,212.55,203.80,1
250.0,12.50,130.0,11.0,432.305,47.735,480.040,1.6467,2.6544,1.6467,212.55,189.50,1
250.0,12.50,130.0,12.0,432.305,51.637,483.942,1.6467,2.8311,1.6467,212.55,177.67,1
250.0,12.50,140.0,5.0,432.305,24.615,456.920,1.6467,1.6047,1.6047,212.55,313.45,1
250.0,12.50,140.0,6.0,432.305,29.319,461.624,1.6467,1.8864,1.6467,212.55,266.65,1
250.0,12.50,140.0,7.0,432.305,33.951,466.256,1.6467,2.1558,1.6467,212.55,233.32,1
250.0,12.50,140.0,8.0,432.305,38.509,470.814,1.6467,2.4133,1.6467,212.55,208.43,1
250.0,12.50,140.0,9.0,432.305,42.994,475.299,1.6467,2.6592,1.6467,212.55,189.15,1
250.0,12.50,140.0,10.0,432.305,47.407,479.712,1.6467,2.8939,1.6467,212.55,173.81,1
250.0,12.50,140.0,11.0,432.305,51.746,484.051,1.6467,3.1177,1.6467,212.55,161.34,1
250.0,12.50,140.0,12.0,432.305,56.013,488.318,1.6467,3.3310,1.6467,212.55,151.01,1
250.0,15.00,80.0,5.0,513.305,13.675,526.980,1.9167,0.5005,0.5005,182.60,1005.08,0
250.0,15.00,80.0,6.0,513.305,16.191,529.497,1.9167,0.5787,0.5787,182.60,869.22,0
250.0,15.00,80.0,7.0,513.305,18.635,531.940,1.9167,0.6505,0.6505,182.60,773.28,0
250.0,15.00,80.0,8.0,513.305,21.005,534.310,1.9167,0.7162,0.7162,182.60,702.32,0
250.0,15.00,80.0,9.0,513.305,23.302,536.608,1.9167,0.7762,0.7762,182.60,648.02,0
250.0,15.00,80.0,10.0,513.305,25.527,538.832,1.9167,0.8308,0.8308,182.60,605.42,0
250.0,15.00,80.0,11.0,513.305,27.678,540.984,1.9167,0.8804,0.8804,182.60,571.34,0
250.0,15.00,80.0,12.0,513.305,29.757,543.062,1.9167,0.9252,0.9252,182.60,543.66,0
250.0,15.00,90.0,5.0,513.305,15.498,528.804,1.9167,0.6431,0.6431,182.60,782.19,0
250.0,15.00,90.0,6.0,513.305,18.379,531.685,1.9167,0.7468,0.7468,182.60,673.57,0
250.0,15.00,90.0,7.0,513.305,21.187,534.493,1.9167,0.8430,0.8430,182.60,596.65,0
250.0,15.00,90.0,8.0,513.305,23.922,537.228,1.9167,0.9322,0.9322,182.60,539.57,0
250.0,15.00,90.0,9.0,513.305,26.584,539.890,1.9167,1.0147,1.0147,182.60,495.72,0
250.0,15.00,90.0,10.0,513.305,29.173,542.479,1.9167,1.0907,1.0907,182.60,461.15,0
