boom_OD_mm,boom_wall_mm,strut_OD_mm,strut_wall_mm,frame_mass_kg,lg_mass_kg,total_mass_kg,frame_RF,lg_RF,min_RF,frame_VM_MPa,lg_VM_MPa,feasible
250.0,15.00,90.0,11.0,513.305,31.690,544.995,1.9167,1.1607,1.1607,182.60,433.34,0
250.0,15.00,90.0,12.0,513.305,34.133,547.438,1.9167,1.2250,1.2250,182.60,410.61,0
250.0,15.00,100.0,5.0,513.305,17.322,530.627,1.9167,0.8026,0.8026,182.60,626.69,0
250.0,15.00,100.0,6.0,513.305,20.567,533.873,1.9167,0.9353,0.9353,182.60,537.81,0
250.0,15.00,100.0,7.0,513.305,23.740,537.045,1.9167,1.0595,1.0595,182.60,474.76,0
250.0,15.00,100.0,8.0,513.305,26.840,540.145,1.9167,1.1756,1.1756,182.60,427.87,0
250.0,15.00,100.0,9.0,513.305,29.866,543.172,1.9167,1.2840,1.2840,182.60,391.75,0
250.0,15.00,100.0,10.0,513.305,32.820,546.125,1.9167,1.3850,1.3850,182.60,363.18,0
250.0,15.00,100.0,11.0,513.305,35.701,549.006,1.9167,1.4790,1.4790,182.60,340.10,0
250.0,15.00,100.0,12.0,513.305,38.509,551.814,1.9167,1.5662,1.5662,182.60,321.16,1
250.0,15.00,110.0,5.0,513.305,19.145,532.450,1.9167,0.9789,0.9789,182.60,513.86,0
250.0,15.00,110.0,6.0,513.305,22.755,536.061,1.9167,1.1438,1.1438,182.60,439.75,0
250.0,15.00,110.0,7.0,513.305,26.293,539.598,1.9167,1.2994,1.2994,182.60,387.11,0
250.0,15.00,110.0,8.0,513.305,29.757,543.062,1.9167,1.4459,1.4459,182.60,347.89,0
250.0,15.00,110.0,9.0,513.305,33.148,546.454,1.9167,1.5836,1.5836,182.60,317.62,1
250.0,15.00,110.0,10.0,513.305,36.467,549.772,1.9167,1.7130,1.7130,182.60,293.63,1
250.0,15.00,110.0,11.0,513.305,39.712,553.018,1.9167,1.8344,1.8344,182.60,274.21,1
250.0,15.00,110.0,12.0,513.305,42.885,556.190,1.9167,1.9480,1.9167,182.60,258.21,1
250.0,15.00,120.0,5.0,513.305,20.968,534.274,1.9167,1.1715,1.1715,182.60,429.37,0
250.0,15.00,120.0,6.0,513.305,24.943,538.249,1.9167,1.3721,1.3721,182.60,366.59,0
250.0,15.00,120.0,7.0,513.305,28.845,542.151,1.9167,1.5623,1.5623,182.60,321.95,1
250.0,15.00,120.0,8.0,513.305,32.674,545.980,1.9167,1.7425,1.7425,182.60,288.66,1
250.0,15.00,120.0,9.0,513.305,36.430,549.736,1.9167,1.9131,1.9131,182.60,262.93,1
250.0,15.00,120.0,10.0,513.305,40.113,553.419,1.9167,2.0742,1.9167,182.60,242.50,1
250.0,15.00,120.0,11.0,513.305,43.724,557.029,1.9167,2.2264,1.9167,182.60,225.92,1
250.0,15.00,120.0,12.0,513.305,47.261,560.566,1.9167,2.3699,1.9167,182.60,212.24,1
250.0,15.00,130.0,5.0,513.305,22.792,536.097,1.9167,1.3802,1.3802,182.60,364.44,0
250.0,15.00,130.0,6.0,513.305,27.131,540.437,1.9167,1.6197,1.6197,182.60,310.55,1
250.0,15.00,130.0,7.0,513.305,31.398,544.703,1.9167,1.8479,1.8479,182.60,272.19,1
250.0,15.00,130.0,8.0,513.305,35.592,548.897,1.9167,2.0652,1.9167,182.60,243.56,1
250.0,15.00,130.0,9.0,513.305,39.712,553.018,1.9167,2.2718,1.9167,182.60,221.41,1
250.0,15.00,130.0,10.0,513.305,43.760,557.065,1.9167,2.4681,1.9167,182.60,203.80,1
250.0,15.00,130.0,11.0,513.305,47.735,561.040,1.9167,2.6544,1.9167,182.60,189.50,1
250.0,15.00,130.0,12.0,513.305,51.637,564.942,1.9167,2.8311,1.9167,182.60,177.67,1
250.0,15.00,140.0,5.0,513.305,24.615,537.920,1.9167,1.6047,1.6047,182.60,313.45,1
250.0,15.00,140.0,6.0,513.305,29.319,542.625,1.9167,1.8864,1.8864,182.60,266.65,1
250.0,15.00,140.0,7.0,513.305,33.951,547.256,1.9167,2.1558,1.9167,182.60,233.32,1
250.0,15.00,140.0,8.0,513.305,38.509,551.814,1.9167,2.4133,1.9167,182.60,208.43,1
250.0,15.00,140.0,9.0,513.305,42.994,556.300,1.9167,2.6592,1.9167,182.60,189.15,1
250.0,15.00,140.0,10.0,513.305,47.407,560.712,1.9167,2.8939,1.9167,182.60,173.81,1
250.0,15.00,140.0,11.0,513.305,51.746,565.052,1.9167,3.1177,1.9167,182.60,161.34,1
250.0,15.00,140.0,12.0,513.305,56.013,569.318,1.9167,3.3310,1.9167,182.60,151.01,1
300.0,5.00,80.0,5.0,214.787,13.675,228.462,1.0493,0.5005,0.5005,333.57,1005.08,0
300.0,5.00,80.0,6.0,214.787,16.191,230.979,1.0493,0.5787,0.5787,333.57,869.22,0
300.0,5.00,80.0,7.0,214.787,18.635,233.422,1.0493,0.6505,0.6505,333.57,773.28,0
300.0,5.00,80.0,8.0,214.787,21.005,235.792,1.0493,0.7162,0.7162,333.57,702.32,0
300.0,5.00,80.0,9.0,214.787,23.302,238.090,1.0493,0.7762,0.7762,333.57,648.02,0
300.0,5.00,80.0,10.0,214.787,25.527,240.314,1.0493,0.8308,0.8308,333.57,605.42,0
300.0,5.00,80.0,11.0,214.787,27.678,242.466,1.0493,0.8804,0.8804,333.57,571.34,0
300.0,5.00,80.0,12.0,214.787,29.757,244.544,1.0493,0.9252,0.9252,333.57,543.66,0
300.0,5.00,90.0,5.0,214.787,15.498,230.286,1.0493,0.6431,0.6431,333.57,782.19,0
300.0,5.00,90.0,6.0,214.787,18.379,233.167,1.0493,0.7468,0.7468,333.57,673.57,0
300.0,5.00,90.0,7.0,214.787,21.187,235.975,1.0493,0.8430,0.8430,333.57,596.65,0
300.0,5.00,90.0,8.0,214.787,23.922,238.710,1.0493,0.9322,0.9322,333.57,539.57,0
300.0,5.00,90.0,9.0,214.787,26.584,241.372,1.0493,1.0147,1.0147,333.57,495.72,0
300.0,5.00,90.0,10.0,214.787,29.173,243.961,1.0493,1.0907,1.0493,333.57,461.15,0
300.0,5.00,90.0,11.0,214.787,31.690,246.477,1.0493,1.1607,1.0493,333.57,433.34,0
300.0,5.00,90.0,12.0,214.787,34.133,248.920,1.0493,1.2250,1.0493,333.57,410.61,0
300.0,5.00,100.0,5.0,214.787,17.322,232.109,1.0493,0.8026,0.8026,333.57,626.69,0
300.0,5.00,100.0,6.0,214.787,20.567,235.355,1.0493,0.9353,0.9353,333.57,537.81,0
300.0,5.00,100.0,7.0,214.787,23.740,238.527,1.0493,1.0595,1.0493,333.57,474.76,0
300.0,5.00,100.0,8.0,214.787,26.840,241.627,1.0493,1.1756,1.0493,333.57,427.87,0
300.0,5.00,100.0,9.0,214.787,29.866,244.654,1.0493,1.2840,1.0493,333.57,391.75,0
300.0,5.00,100.0,10.0,214.787,32.820,247.607,1.0493,1.3850,1.0493,333.57,363.18,0
300.0,5.00,100.0,11.0,214.787,35.701,250.488,1.0493,1.4790,1.0493,333.57,340.10,0
300.0,5.00,100.0,12.0,214.787,38.509,253.296,1.0493,1.5662,1.0493,333.57,321.16,0
300.0,5.00,110.0,5.0,214.787,19.145,233.932,1.0493,0.9789,0.9789,333.57,513.86,0
300.0,5.00,110.0,6.0,214.787,22.755,237.543,1.0493,1.1438,1.0493,333.57,439.75,0
300.0,5.00,110.0,7.0,214.787,26.293,241.080,1.0493,1.2994,1.0493,333.57,387.11,0
300.0,5.00,110.0,8.0,214.787,29.757,244.544,1.0493,1.4459,1.0493,333.57,347.89,0
300.0,5.00,110.0,9.0,214.787,33.148,247.936,1.0493,1.5836,1.0493,333.57,317.62,0
300.0,5.00,110.0,10.0,214.787,36.467,251.254,1.0493,1.7130,1.0493,333.57,293.63,0
300.0,5.00,110.0,11.0,214.787,39.712,254.500,1.0493,1.8344,1.0493,333.57,274.21,0
300.0,5.00,110.0,12.0,214.787,42.885,257.672,1.0493,1.9480,1.0493,333.57,258.21,0
300.0,5.00,120.0,5.0,214.787,20.968,235.756,1.0493,1.1715,1.0493,333.57,429.37,0
300.0,5.00,120.0,6.0,214.787,24.943,239.731,1.0493,1.3721,1.0493,333.57,366.59,0
300.0,5.00,120.0,7.0,214.787,28.845,243.633,1.0493,1.5623,1.0493,333.57,321.95,0
300.0,5.00,120.0,8.0,214.787,32.674,247.462,1.0493,1.7425,1.0493,333.57,288.66,0
300.0,5.00,120.0,9.0,214.787,36.430,251.218,1.0493,1.9131,1.0493,333.57,262.93,0
300.0,5.00,120.0,10.0,214.787,40.113,254.901,1.0493,2.0742,1.0493,333.57,242.50,0
300.0,5.00,120.0,11.0,214.787,43.724,258.511,1.0493,2.2264,1.0493,333.57,225.92,0
300.0,5.00,120.0,12.0,214.787,47.261,262.048,1.0493,2.3699,1.0493,333.57,212.24,0
300.0,5.00,130.0,5.0,214.787,22.792,237.579,1.0493,1.3802,1.0493,333.57,364.44,0
300.0,5.00,130.0,6.0,214.787,27.131,241.919,1.0493,1.6197,1.0493,333.57,310.55,0
300.0,5.00,130.0,7.0,214.787,31.398,246.185,1.0493,1.8479,1.0493,333.57,272.19,0
300.0,5.00,130.0,8.0,214.787,35.592,250.379,1.0493,2.0652,1.0493,333.57,243.56,0
300.0,5.00,130.0,9.0,214.787,39.712,254.500,1.0493,2.2718,1.0493,333.57,221.41,0
300.0,5.00,130.0,10.0,214.787,43.760,258.547,1.0493,2.4681,1.0493,333.57,203.80,0
300.0,5.00,130.0,11.0,214.787,47.735,262.522,1.0493,2.6544,1.0493,333.57,189.50,0
300.0,5.00,130.0,12.0,214.787,51.637,266.424,1.0493,2.8311,1.0493,333.57,177.67,0
300.0,5.00,140.0,5.0,214.787,24.615,239.402,1.0493,1.6047,1.0493,333.57,313.45,0
300.0,5.00,140.0,6.0,214.787,29.319,244.107,1.0493,1.8864,1.0493,333.57,266.65,0
300.0,5.00,140.0,7.0,214.787,33.951,248.738,1.0493,2.1558,1.0493,333.57,233.32,0
300.0,5.00,140.0,8.0,214.787,38.509,253.296,1.0493,2.4133,1.0493,333.57,208.43,0
300.0,5.00,140.0,9.0,214.787,42.994,257.782,1.0493,2.6592,1.0493,333.57,189.15,0
300.0,5.00,140.0,10.0,214.787,47.407,262.194,1.0493,2.8939,1.0493,333.57,173.81,0
300.0,5.00,140.0,11.0,214.787,51.746,266.534,1.0493,3.1177,1.0493,333.57,161.34,0
300.0,5.00,140.0,12.0,214.787,56.013,270.800,1.0493,3.3310,1.0493,333.57,151.01,0
300.0,7.50,80.0,5.0,319.451,13.675,333.126,1.5348,0.5005,0.5005,228.05,1005.08,0
300.0,7.50,80.0,6.0,319.451,16.191,335.642,1.5348,0.5787,0.5787,228.05,869.22,0
300.0,7.50,80.0,7.0,319.451,18.635,338.085,1.5348,0.6505,0.6505,228.05,773.28,0
300.0,7.50,80.0,8.0,319.451,21.005,340.456,1.5348,0.7162,0.7162,228.05,702.32,0
300.0,7.50,80.0,9.0,319.451,23.302,342.753,1.5348,0.7762,0.7762,228.05,648.02,0
300.0,7.50,80.0,10.0,319.451,25.527,344.977,1.5348,0.8308,0.8308,228.05,605.42,0
300.0,7.50,80.0,11.0,319.451,27.678,347.129,1.5348,0.8804,0.8804,228.05,571.34,0
300.0,7.50,80.0,12.0,319.451,29.757,349.208,1.5348,0.9252,0.9252,228.05,543.66,0
300.0,7.50,90.0,5.0,319.451,15.498,334.949,1.5348,0.6431,0.6431,228.05,782.19,0
300.0,7.50,90.0,6.0,319.451,18.379,337.830,1.5348,0.7468,0.7468,228.05,673.57,0
300.0,7.50,90.0,7.0,319.451,21.187,340.638,1.5348,0.8430,0.8430,228.05,596.65,0
300.0,7.50,90.0,8.0,319.451,23.922,343.373,1.5348,0.9322,0.9322,228.05,539.57,0
300.0,7.50,90.0,9.0,319.451,26.584,346.035,1.5348,1.0147,1.0147,228.05,495.72,0
300.0,7.50,90.0,10.0,319.451,29.173,348.624,1.5348,1.0907,1.0907,228.05,461.15,0
300.0,7.50,90.0,11.0,319.451,31.690,351.140,1.5348,1.1607,1.1607,228.05,433.34,0
300.0,7.50,90.0,12.0,319.451,34.133,353.584,1.5348,1.2250,1.2250,228.05,410.61,0
300.0,7.50,100.0,5.0,319.451,17.322,336.772,1.5348,0.8026,0.8026,228.05,626.69,0
300.0,7.50,100.0,6.0,319.451,20.567,340.018,1.5348,0.9353,0.9353,228.05,537.81,0
300.0,7.50,100.0,7.0,319.451,23.740,343.191,1.5348,1.0595,1.0595,228.05,474.76,0
300.0,7.50,100.0,8.0,319.451,26.840,346.290,1.5348,1.1756,1.1756,228.05,427.87,0
300.0,7.50,100.0,9.0,319.451,29.866,349.317,1.5348,1.2840,1.2840,228.05,391.75,0
300.0,7.50,100.0,10.0,319.451,32.820,352.271,1.5348,1.3850,1.3850,228.05,363.18,0
300.0,7.50,100.0,11.0,319.451,35.701,355.152,1.5348,1.4790,1.4790,228.05,340.10,0
300.0,7.50,100.0,12.0,319.451,38.509,357.960,1.5348,1.5662,1.5348,228.05,321.16,1
300.0,7.50,110.0,5.0,319.451,19.145,338.596,1.5348,0.9789,0.9789,228.05,513.86,0
300.0,7.50,110.0,6.0,319.451,22.755,342.206,1.5348,1.1438,1.1438,228.05,439.75,0
300.0,7.50,110.0,7.0,319.451,26.293,345.743,1.5348,1.2994,1.2994,228.05,387.11,0
300.0,7.50,110.0,8.0,319.451,29.757,349.208,1.5348,1.4459,1.4459,228.05,347.89,0
300.0,7.50,110.0,9.0,319.451,33.148,352.599,1.5348,1.5836,1.5348,228.05,317.62,1
300.0,7.50,110.0,10.0,319.451,36.467,355.917,1.5348,1.7130,1.5348,228.05,293.63,1
300.0,7.50,110.0,11.0,319.451,39.712,359.163,1.5348,1.8344,1.5348,228.05,274.21,1
300.0,7.50,110.0,12.0,319.451,42.885,362.336,1.5348,1.9480,1.5348,228.05,258.21,1
300.0,7.50,120.0,5.0,319.451,20.968,340.419,1.5348,1.1715,1.1715,228.05,429.37,0
300.0,7.50,120.0,6.0,319.451,24.943,344.394,1.5348,1.3721,1.3721,228.05,366.59,0
300.0,7.50,120.0,7.0,319.451,28.845,348.296,1.5348,1.5623,1.5348,228.05,321.95,1
300.0,7.50,120.0,8.0,319.451,32.674,352.125,1.5348,1.7425,1.5348,228.05,288.66,1
300.0,7.50,120.0,9.0,319.451,36.430,355.881,1.5348,1.9131,1.5348,228.05,262.93,1
300.0,7.50,120.0,10.0,319.451,40.113,359.564,1.5348,2.0742,1.5348,228.05,242.50,1
300.0,7.50,120.0,11.0,319.451,43.724,363.174,1.5348,2.2264,1.5348,228.05,225.92,1
300.0,7.50,120.0,12.0,319.451,47.261,366.712,1.5348,2.3699,1.5348,228.05,212.24,1
300.0,7.50,130.0,5.0,319.451,22.792,342.242,1.5348,1.3802,1.3802,228.05,364.44,0
300.0,7.50,130.0,6.0,319.451,27.131,346.582,1.5348,1.6197,1.5348,228.05,310.55,1
300.0,7.50,130.0,7.0,319.451,31.398,350.849,1.5348,1.8479,1.5348,228.05,272.19,1
300.0,7.50,130.0,8.0,319.451,35.592,355.042,1.5348,2.0652,1.5348,228.05,243.56,1
300.0,7.50,130.0,9.0,319.451,39.712,359.163,1.5348,2.2718,1.5348,228.05,221.41,1
300.0,7.50,130.0,10.0,319.451,43.760,363.211,1.5348,2.4681,1.5348,228.05,203.80,1
300.0,7.50,130.0,11.0,319.451,47.735,367.186,1.5348,2.6544,1.5348,228.05,189.50,1
300.0,7.50,130.0,12.0,319.451,51.637,371.088,1.5348,2.8311,1.5348,228.05,177.67,1
300.0,7.50,140.0,5.0,319.451,24.615,344.066,1.5348,1.6047,1.5348,228.05,313.45,1
300.0,7.50,140.0,6.0,319.451,29.319,348.770,1.5348,1.8864,1.5348,228.05,266.65,1
300.0,7.50,140.0,7.0,319.451,33.951,353.401,1.5348,2.1558,1.5348,228.05,233.32,1
300.0,7.50,140.0,8.0,319.451,38.509,357.960,1.5348,2.4133,1.5348,228.05,208.43,1
300.0,7.50,140.0,9.0,319.451,42.994,362.445,1.5348,2.6592,1.5348,228.05,189.15,1
300.0,7.50,140.0,10.0,319.451,47.407,366.857,1.5348,2.8939,1.5348,228.05,173.81,1
300.0,7.50,140.0,11.0,319.451,51.746,371.197,1.5348,3.1177,1.5348,228.05,161.34,1
300.0,7.50,140.0,12.0,319.451,56.013,375.464,1.5348,3.3310,1.5348,228.05,151.01,1
300.0,10.00,80.0,5.0,422.294,13.675,435.969,1.9954,0.5005,0.5005,175.40,1005.08,0
300.0,10.00,80.0,6.0,422.294,16.191,438.485,1.9954,0.5787,0.5787,175.40,869.22,0
300.0,10.00,80.0,7.0,422.294,18.635,440.928,1.9954,0.6505,0.6505,175.40,773.28,0
300.0,10.00,80.0,8.0,422.294,21.005,443.299,1.9954,0.7162,0.7162,175.40,702.32,0
300.0,10.00,80.0,9.0,422.294,23.302,445.596,1.9954,0.7762,0.7762,175.40,648.02,0
300.0,10.00,80.0,10.0,422.294,25.527,447.820,1.9954,0.8308,0.8308,175.40,605.42,0
300.0,10.00,80.0,11.0,422.294,27.678,449.972,1.9954,0.8804,0.8804,175.40,571.34,0
300.0,10.00,80.0,12.0,422.294,29.757,452.051,1.9954,0.9252,0.9252,175.40,543.66,0
300.0,10.00,90.0,5.0,422.294,15.498,437.792,1.9954,0.6431,0.6431,175.40,782.19,0
300.0,10.00,90.0,6.0,422.294,18.379,440.673,1.9954,0.7468,0.7468,175.40,673.57,0
300.0,10.00,90.0,7.0,422.294,21.187,443.481,1.9954,0.8430,0.8430,175.40,596.65,0
300.0,10.00,90.0,8.0,422.294,23.922,446.216,1.9954,0.9322,0.9322,175.40,539.57,0
300.0,10.00,90.0,9.0,422.294,26.584,448.878,1.9954,1.0147,1.0147,175.40,495.72,0
300.0,10.00,90.0,10.0,422.294,29.173,451.467,1.9954,1.0907,1.0907,175.40,461.15,0
300.0,10.00,90.0,11.0,422.294,31.690,453.983,1.9954,1.1607,1.1607,175.40,433.34,0
300.0,10.00,90.0,12.0,422.294,34.133,456.427,1.9954,1.2250,1.2250,175.40,410.61,0
300.0,10.00,100.0,5.0,422.294,17.322,439.615,1.9954,0.8026,0.8026,175.40,626.69,0
300.0,10.00,100.0,6.0,422.294,20.567,442.861,1.9954,0.9353,0.9353,175.40,537.81,0
300.0,10.00,100.0,7.0,422.294,23.740,446.034,1.9954,1.0595,1.0595,175.40,474.76,0
300.0,10.00,100.0,8.0,422.294,26.840,449.133,1.9954,1.1756,1.1756,175.40,427.87,0
300.0,10.00,100.0,9.0,422.294,29.866,452.160,1.9954,1.2840,1.2840,175.40,391.75,0
300.0,10.00,100.0,10.0,422.294,32.820,455.114,1.9954,1.3850,1.3850,175.40,363.18,0
300.0,10.00,100.0,11.0,422.294,35.701,457.995,1.9954,1.4790,1.4790,175.40,340.10,0
300.0,10.00,100.0,12.0,422.294,38.509,460.803,1.9954,1.5662,1.5662,175.40,321.16,1
300.0,10.00,110.0,5.0,422.294,19.145,441.439,1.9954,0.9789,0.9789,175.40,513.86,0
300.0,10.00,110.0,6.0,422.294,22.755,445.049,1.9954,1.1438,1.1438,175.40,439.75,0
300.0,10.00,110.0,7.0,422.294,26.293,448.586,1.9954,1.2994,1.2994,175.40,387.11,0
300.0,10.00,110.0,8.0,422.294,29.757,452.051,1.9954,1.4459,1.4459,175.40,347.89,0
300.0,10.00,110.0,9.0,422.294,33.148,455.442,1.9954,1.5836,1.5836,175.40,317.62,1
300.0,10.00,110.0,10.0,422.294,36.467,458.761,1.9954,1.7130,1.7130,175.40,293.63,1
300.0,10.00,110.0,11.0,422.294,39.712,462.006,1.9954,1.8344,1.8344,175.40,274.21,1
300.0,10.00,110.0,12.0,422.294,42.885,465.179,1.9954,1.9480,1.9480,175.40,258.21,1
300.0,10.00,120.0,5.0,422.294,20.968,443.262,1.9954,1.1715,1.1715,175.40,429.37,0
300.0,10.00,120.0,6.0,422.294,24.943,447.237,1.9954,1.3721,1.3721,175.40,366.59,0
300.0,10.00,120.0,7.0,422.294,28.845,451.139,1.9954,1.5623,1.5623,175.40,321.95,1
300.0,10.00,120.0,8.0,422.294,32.674,454.968,1.9954,1.7425,1.7425,175.40,288.66,1
300.0,10.00,120.0,9.0,422.294,36.430,458.724,1.9954,1.9131,1.9131,175.40,262.93,1
300.0,10.00,120.0,10.0,422.294,40.113,462.407,1.9954,2.0742,1.9954,175.40,242.50,1
300.0,10.00,120.0,11.0,422.294,43.724,466.017,1.9954,2.2264,1.9954,175.40,225.92,1
300.0,10.00,120.0,12.0,422.294,47.261,469.555,1.9954,2.3699,1.9954,175.40,212.24,1
300.0,10.00,130.0,5.0,422.294,22.792,445.085,1.9954,1.3802,1.3802,175.40,364.44,0
300.0,10.00,130.0,6.0,422.294,27.131,449.425,1.9954,1.6197,1.6197,175.40,310.55,1
300.0,10.00,130.0,7.0,422.294,31.398,453.692,1.9954,1.8479,1.8479,175.40,272.19,1
300.0,10.00,130.0,8.0,422.294,35.592,457.885,1.9954,2.0652,1.9954,175.40,243.56,1
300.0,10.00,130.0,9.0,422.294,39.712,462.006,1.9954,2.2718,1.9954,175.40,221.41,1
300.0,10.00,130.0,10.0,422.294,43.760,466.054,1.9954,2.4681,1.9954,175.40,203.80,1
300.0,10.00,130.0,11.0,422.294,47.735,470.029,1.9954,2.6544,1.9954,175.40,189.50,1
300.0,10.00,130.0,12.0,422.294,51.637,473.931,1.9954,2.8311,1.9954,175.40,177.67,1
300.0,10.00,140.0,5.0,422.294,24.615,446.909,1.9954,1.6047,1.6047,175.40,313.45,1
300.0,10.00,140.0,6.0,422.294,29.319,451.613,1.9954,1.8864,1.8864,175.40,266.65,1
300.0,10.00,140.0,7.0,422.294,33.951,456.244,1.9954,2.1558,1.9954,175.40,233.32,1
300.0,10.00,140.0,8.0,422.294,38.509,460.803,1.9954,2.4133,1.9954,175.40,208.43,1
300.0,10.00,140.0,9.0,422.294,42.994,465.288,1.9954,2.6592,1.9954,175.40,189.15,1
300.0,10.00,140.0,10.0,422.294,47.407,469.701,1.9954,2.8939,1.9954,175.40,173.81,1
300.0,10.00,140.0,11.0,422.294,51.746,474.040,1.9954,3.1177,1.9954,175.40,161.34,1
300.0,10.00,140.0,12.0,422.294,56.013,478.307,1.9954,3.3310,1.9954,175.40,151.01,1
300.0,12.50,80.0,5.0,523.317,13.675,536.992,2.4320,0.5005,0.5005,143.91,1005.08,0
300.0,12.50,80.0,6.0,523.317,16.191,539.508,2.4320,0.5787,0.5787,143.91,869.22,0
300.0,12.50,80.0,7.0,523.317,18.635,541.951,2.4320,0.6505,0.6505,143.91,773.28,0
300.0,12.50,80.0,8.0,523.317,21.005,544.321,2.4320,0.7162,0.7162,143.91,702.32,0
300.0,12.50,80.0,9.0,523.317,23.302,546.619,2.4320,0.7762,0.7762,143.91,648.02,0
300.0,12.50,80.0,10.0,523.317,25.527,548.843,2.4320,0.8308,0.8308,143.91,605.42,0
300.0,12.50,80.0,11.0,523.317,27.678,550.995,2.4320,0.8804,0.8804,143.91,571.34,0
300.0,12.50,80.0,12.0,523.317,29.757,553.073,2.4320,0.9252,0.9252,143.91,543.66,0
300.0,12.50,90.0,5.0,523.317,15.498,538.815,2.4320,0.6431,0.6431,143.91,782.19,0
300.0,12.50,90.0,6.0,523.317,18.379,541.696,2.4320,0.7468,0.7468,143.91,673.57,0
300.0,12.50,90.0,7.0,523.317,21.187,544.504,2.4320,0.8430,0.8430,143.91,596.65,0
300.0,12.50,90.0,8.0,523.317,23.922,547.239,2.4320,0.9322,0.9322,143.91,539.57,0
300.0,12.50,90.0,9.0,523.317,26.584,549.901,2.4320,1.0147,1.0147,143.91,495.72,0
300.0,12.50,90.0,10.0,523.317,29.173,552.490,2.4320,1.0907,1.0907,143.91,461.15,0
300.0,12.50,90.0,11.0,523.317,31.690,555.006,2.4320,1.1607,1.1607,143.91,433.34,0
300.0,12.50,90.0,12.0,523.317,34.133,557.449,2.4320,1.2250,1.2250,143.91,410.61,0
300.0,12.50,100.0,5.0,523.317,17.322,540.638,2.4320,0.8026,0.8026,143.91,626.69,0
300.0,12.50,100.0,6.0,523.317,20.567,543.884,2.4320,0.9353,0.9353,143.91,537.81,0
300.0,12.50,100.0,7.0,523.317,23.740,547.056,2.4320,1.0595,1.0595,143.91,474.76,0
300.0,12.50,100.0,8.0,523.317,26.840,550.156,2.4320,1.1756,1.1756,143.91,427.87,0
300.0,12.50,100.0,9.0,523.317,29.866,553.183,2.4320,1.2840,1.2840,143.91,391.75,0
300.0,12.50,100.0,10.0,523.317,32.820,556.137,2.4320,1.3850,1.3850,143.91,363.18,0
300.0,12.50,100.0,11.0,523.317,35.701,559.018,2.4320,1.4790,1.4790,143.91,340.10,0
300.0,12.50,100.0,12.0,523.317,38.509,561.826,2.4320,1.5662,1.5662,143.91,321.16,1
300.0,12.50,110.0,5.0,523.317,19.145,542.462,2.4320,0.9789,0.9789,143.91,513.86,0
300.0,12.50,110.0,6.0,523.317,22.755,546.072,2.4320,1.1438,1.1438,143.91,439.75,0
300.0,12.50,110.0,7.0,523.317,26.293,549.609,2.4320,1.2994,1.2994,143.91,387.11,0
300.0,12.50,110.0,8.0,523.317,29.757,553.073,2.4320,1.4459,1.4459,143.91,347.89,0
300.0,12.50,110.0,9.0,523.317,33.148,556.465,2.4320,1.5836,1.5836,143.91,317.62,1
300.0,12.50,110.0,10.0,523.317,36.467,559.783,2.4320,1.7130,1.7130,143.91,293.63,1
300.0,12.50,110.0,11.0,523.317,39.712,563.029,2.4320,1.8344,1.8344,143.91,274.21,1
300.0,12.50,110.0,12.0,523.317,42.885,566.202,2.4320,1.9480,1.9480,143.91,258.21,1
300.0,12.50,120.0,5.0,523.317,20.968,544.285,2.4320,1.1715,1.1715,143.91,429.37,0
300.0,12.50,120.0,6.0,523.317,24.943,548.260,2.4320,1.3721,1.3721,143.91,366.59,0
300.0,12.50,120.0,7.0,523.317,28.845,552.162,2.4320,1.5623,1.5623,143.91,321.95,1
300.0,12.50,120.0,8.0,523.317,32.674,555.991,2.4320,1.7425,1.7425,143.91,288.66,1
300.0,12.50,120.0,9.0,523.317,36.430,559.747,2.4320,1.9131,1.9131,143.91,262.93,1
300.0,12.50,120.0,10.0,523.317,40.113,563.430,2.4320,2.0742,2.0742,143.91,242.50,1
300.0,12.50,120.0,11.0,523.317,43.724,567.040,2.4320,2.2264,2.2264,143.91,225.92,1
300.0,12.50,120.0,12.0,523.317,47.261,570.578,2.4320,2.3699,2.3699,143.91,212.24,1
300.0,12.50,130.0,5.0,523.317,22.792,546.108,2.4320,1.3802,1.3802,143.91,364.44,0
300.0,12.50,130.0,6.0,523.317,27.131,550.448,2.4320,1.6197,1.6197,143.91,310.55,1
300.0,12.50,130.0,7.0,523.317,31.398,554.714,2.4320,1.8479,1.8479,143.91,272.19,1
300.0,12.50,130.0,8.0,523.317,35.592,558.908,2.4320,2.0652,2.0652,143.91,243.56,1
300.0,12.50,130.0,9.0,523.317,39.712,563.029,2.4320,2.2718,2.2718,143.91,221.41,1
300.0,12.50,130.0,10.0,523.317,43.760,567.077,2.4320,2.4681,2.4320,143.91,203.80,1
300.0,12.50,130.0,11.0,523.317,47.735,571.052,2.4320,2.6544,2.4320,143.91,189.50,1
300.0,12.50,130.0,12.0,523.317,51.637,574.954,2.4320,2.8311,2.4320,143.91,177.67,1
300.0,12.50,140.0,5.0,523.317,24.615,547.932,2.4320,1.6047,1.6047,143.91,313.45,1
300.0,12.50,140.0,6.0,523.317,29.319,552.636,2.4320,1.8864,1.8864,143.91,266.65,1
300.0,12.50,140.0,7.0,523.317,33.951,557.267,2.4320,2.1558,2.1558,143.91,233.32,1
300.0,12.50,140.0,8.0,523.317,38.509,561.826,2.4320,2.4133,2.4133,143.91,208.43,1
